title,duration,link,genre,description
Curd,7 min,https://www.hotstar.com/in/movies/curd/1835055492,"Drama, English, 2021","Hira feels alienated while visiting her son in the US. Following a botched dinner preparation, she i ..."
Suvarna Ugadi Sambhrama,,https://www.hotstar.com/in/tv/suvarna-ugadi-sambhrama/13619,"Reality, Star Suvarna",Ugadi is here! Celebrate with your favourite TV and film celebrities as they come together for a day ...
Akarmakam,4 min,https://www.hotstar.com/in/movies/akarmakam/1835048777,"Thriller, Malayalam, 2020",Akarmakam reflects on the morally ambiguous aspect of the human mind's opportunistic tendencies
Behindwoods Celebrity Kitchen,,https://www.hotstar.com/in/tv/behindwoods-celebrity-kitchen/1260054839,Reality,"In this show where your favourite stars from the world of cinema and television, cook their favourit ..."
Kaadhale Kaadhale,,https://www.hotstar.com/in/tv/kaadhale-kaadhale/1260054488,"Reality, Star Vijay",Your favourite host Archana is back to make Valentine's Day a lot more fun! Real-life couple Arya an ...
Behindwoods Grace Kitchen,,https://www.hotstar.com/in/tv/behindwoods-grace-kitchen/1260054448,Comedy,In this show that is purely and only for foodies in and around the world! This show also teaches one ...
You & Me - Bengali Short Film,11 min,https://www.hotstar.com/in/movies/you-me-bengali-short-film/1835047483,"Drama, Bengali, 2020",A beautiful story of a newly wed bride's journey & the feeling of belongingness
The Last Meal,18 min,https://www.hotstar.com/in/movies/the-last-meal/1836045264,"Drama, Hindi, 2019","The Last Meal is a story beautifully depicting a mother-son relationship, under the light of sacrifi ..."
Station Master Phool Kumar,12 min,https://www.hotstar.com/in/movies/station-master-phool-kumar/1260053116,"Romance, Comedy, Hindi, 2021","The station master of Kesupur, Phool Kumar, is a lonely man. Crashing this monotony, Asha enters his ..."
Gays Vs Gharwale,13 min,https://www.hotstar.com/in/movies/gays-vs-gharwale/1260053115,"Comedy, Drama, Hindi, 2021",A couple tries to come to terms with their gay children and find ways to cure them of homosexuality. ...
Pandya Store,,https://www.hotstar.com/in/tv/pandya-store/1260053090,"Family, Drama, StarPlus","In the era of nuclear families, Dhara uses her entrepreneurial foresight to revive her ancestral bus ..."
The Last Photograph,5 min,https://www.hotstar.com/in/movies/the-last-photograph/1836045032,"Thriller, Hindi, 2019","An Old Man, uses a system of photographs to remember his visitors. When one of his visitors goes mis ..."
A Phonecall,18 min,https://www.hotstar.com/in/movies/a-phonecall/1835044962,"Thriller, Hindi, 2020","A Mother gets random calls from strange numbers, but there is one such phonecall that creates a mix ..."
#PuranaPyaar,21 min,https://www.hotstar.com/in/movies/puranapyaar/1260052717,"Romance, Comedy, Hindi, 2021",An old couple elopes from an old-age home for one last shot at love. While discovering romance afres ...
#ChoriChoriPyaar,17 min,https://www.hotstar.com/in/movies/chorichoripyaar/1260052716,"Romance, Comedy, Hindi, 2021","Two kleptomaniacs decide to challenge each other in theft. However, they end up stealing something t ..."
Moonlight,14 min,https://www.hotstar.com/in/movies/moonlight/1808044938,"Thriller, Hindi, 2020","A novelist, her assistant & a police inspector together write a perfect murder mystery. But in reali ..."
Jump Fit,,https://www.hotstar.com/in/tv/jump-fit/1260052892,"Health and Fitness, Select Picks",Professional basketball athlete Eban Hyams presents a special series based on the principles of fitn ...
C.B. Strike,,https://www.hotstar.com/in/tv/cb-strike/17819,"Crime, HBO Originals",A retired soldier-turned-private detective in London solves some of the difficult cases slipped away ...
Aruna,20 min,https://www.hotstar.com/in/movies/aruna/1836044731,"Drama, Hindi, 2021",Story of a married woman who was trying to explore her independent life after marriage.
55km/sec,22 min,https://www.hotstar.com/in/movies/55kmsec/1260051934,"Drama, Hindi, 2021","As a meteor is about to hit Earth, two people find a fragile connection just before the world ends. ..."
Intiki Deepam Illalu,,https://www.hotstar.com/in/tv/intiki-deepam-illalu/1260055826,"Family, Star Maa","Being an adopted child, Krishnapriya has always longed for love. Will she find that in her arrogant ..."
100% Love,,https://www.hotstar.com/in/tv/100-love/1260054978,"Reality, Star Maa",Six reel-life partners compete against six real-life couples. Ravi and Varshini host this romantic b ...
Kaas,28 min,https://www.hotstar.com/in/movies/kaas/1836049378,"Drama, Marathi, 2020","This film revolves around the line ‘Farmers are not Educated and Educated are, not Farmers."
Bigg Boss,,https://www.hotstar.com/in/tv/bigg-boss/17932,"Reality, Asianet",NEW EPISODE WILL BE AVAILABLE AT 9:30 PM. Superstar Mohanlal is back with more real entertainment! I ...
Kaadhale Kaadhale,2 hr 13 min,https://www.hotstar.com/in/movies/kaadhale-kaadhale/1260053879,"Romance, Comedy, Tamil, 2016","Desperate to find love, Hari woos many girls. But a blast from the past gives him the perspective he ..."
MALINI - Bengali Short Film,23 min,https://www.hotstar.com/in/movies/malini-bengali-short-film/1835047349,"Drama, Bengali, 2021","An establish writer leaves the life of glamour and chooses exile. Malini is a story about love, Loss ..."
Behindwoods Gold Mic Music Awards,,https://www.hotstar.com/in/tv/behindwoods-gold-mic-music-awards/1260054340,Awards,"In this award show exclusively to identify, respect and honor the legends and artists of the music i ..."
Taxi - In search of Love,11 min,https://www.hotstar.com/in/movies/taxi-in-search-of-love/1836044616,"Comedy, Hindi, 2020","A Shared cab, a frustrated man and a beautiful lady, a memorable journey."
Gathering Storm,,https://www.hotstar.com/in/tv/gathering-storm/1260052105,"Documentary, Nat Geo",The series analyzes the fiercest storms by partnering with people working in severe hurricane zones ...
Lawless Island,,https://www.hotstar.com/in/tv/lawless-island/1260051594,"Reality, Nat Geo",Lawless Island tells unique stories about the people who have chosen a different life in a remote Al ...
Periods,9 min,https://www.hotstar.com/in/movies/periods/1836044019,"Drama, Hindi, 2018",A woman's beautiful journey through the most difficult times of the month.
Kasturi,13 min,https://www.hotstar.com/in/movies/kasturi/1610043790,"Drama, Hindi, 2018","Two friends living in a big city run around chasing their dreams. Little do they realise, what they ..."
After Life,4 min,https://www.hotstar.com/in/movies/after-life/1610043728,"Drama, Hindi, 2020",It's a story of a post-pandemic world where all humanity is wiped out due to contagion spread in the ...
Haye Jana Tera Ghum,11 min,https://www.hotstar.com/in/movies/haye-jana-tera-ghum/1610043552,"Drama, Hindi, 2020","When we lose the person we love the most, it becomes impossible to bear the pain. Short film capture ..."
UNUSUAL LIFT,10 min,https://www.hotstar.com/in/movies/unusual-lift/1830043520,"Drama, Hindi, 2020","Keshu, a middle class man after visiting his sister returns home is seated beside the highway, notic ..."
The City And A Girl,12 min,https://www.hotstar.com/in/movies/the-city-and-a-girl/1836043226,"Drama, Hindi, 2021",An innocent & naive small-town girl comes to a city and this is the journey of her “source of happin ...
Front Page,16 min,https://www.hotstar.com/in/movies/front-page/1620043182,"Drama, Hindi, 2021",Front Page is the story of a photojournalist dealing with the effects of lockdown in his work
Luv Down,,https://www.hotstar.com/in/tv/luv-down/1260051316,Romance,"The PM announces a 21-day lockdown! What looked like a bed of roses and blessing for the couple, ini ..."
Saving Sita,19 min,https://www.hotstar.com/in/movies/saving-sita/1836043097,"Drama, Hindi, 2019","An 8 year old boy studying ""Ramayana"" in his class is faced with real life ""Raavan"""
Yakeen,10 min,https://www.hotstar.com/in/movies/yakeen/1808042963,"Thriller, Hindi, 2017",A man meets a psychiatrist and tells him that he has killed someone. But he can’t recall whom he has ...
DO I EXIST: A Riddle,16 min,https://www.hotstar.com/in/movies/do-i-exist-a-riddle/1835055423,"Drama, English, 2020",This work of fiction is the manifestation of dream and death or life after death. Do I Exist: A Ridd ...
Behindwoods Celebrity Food Date,,https://www.hotstar.com/in/tv/behindwoods-celebrity-food-date/1260054087,Comedy,"When it comes to enjoying good food, food becomes the language of love for special people and bang - ..."
Hello Honey,6 min,https://www.hotstar.com/in/movies/hello-honey/1837046713,"Drama, Bengali, 2021","A lonely woman, stuck in her own apartment due to lockdown, finds the strangest way to find her dog ..."
Vetriveeran,2 hr 30 min,https://www.hotstar.com/in/movies/vetriveeran/1260053878,"Action, Comedy, Tamil, 2017","Sidharth falls in love with Sitara, an aspiring national athlete. Much to his shock, he finds out th ..."
Mouna Raagam 2,,https://www.hotstar.com/in/tv/mouna-raagam-2/13874,"Drama, Star Vijay","Separated by fate, Karthik and Sakthi's paths cross yet again. But will history repeat itself or wil ..."
Savdhaan India - F.I.R.,,https://www.hotstar.com/in/tv/savdhaan-india-fir/15034,"Crime, Star Bharat",Honest and brave police officers are out to investigate tough cases and nab twisted criminals across ...
Malota,15 min,https://www.hotstar.com/in/movies/malota/1820042392,"Kids, Hindi, 2019",Malota is a subtle emotion of every child who lies for the first time
Teri Laadli Main,,https://www.hotstar.com/in/tv/teri-laadli-main/1260050958,"Drama, Star Bharat","Born as a mute girl into a family that desperately wanted a boy, Bitti struggles for love and accept ..."
Bukhaar,19 min,https://www.hotstar.com/in/movies/bukhaar/1610042084,"Drama, Hindi, 2018","Thousands struggle to make it in the film industry, but very few succeed. Bukhaar is the story of on ..."
Biryani,19 min,https://www.hotstar.com/in/movies/biryani/1610042075,"Drama, Hindi, 2017",Danish has recently returned from Dubai after quitting his job which his family members are unaware ...
Abs Are Made In The Kitchen,,https://www.hotstar.com/in/tv/abs-are-made-in-the-kitchen/1260050899,"Health and Fitness, Select Picks",Award-winning nutritionist Dr. Siddhant Bhargava presents a fun and quirky fitness show to help you ...
Ek Mulaqat,7 min,https://www.hotstar.com/in/movies/ek-mulaqat/1820041764,"Romance, Hindi, 2019",Avi and Nikita are two strangers who meet at a party and a random conversation between the two leads ...
Welcome 2021,,https://www.hotstar.com/in/tv/welcome-2021/1260050421,"Reality, StarPlus","Ring in the new year with your favourite celebs from Star Parivaar. A heavy dose of dance, drama, co ..."
Drive,22 min,https://www.hotstar.com/in/movies/drive/1826040414,"Thriller, Hindi, 2018",DRIVE is an on-road conversational thriller between two strangers whose lives intersect on a quiet n ...
Criminal Justice: Behind Closed Doors,,https://www.hotstar.com/in/tv/criminal-justice-behind-closed-doors/1260049386,"Crime, Drama, Hotstar Specials",Anuradha Chandra stabs her perfect lawyer husband one fateful night and confesses to her crime. Howe ...
Kabhi Aise Geet Gaya Karo,,https://www.hotstar.com/in/tv/kabhi-aise-geet-gaya-karo/1260048535,"Drama, Kids, Disney",Take a break from your hectic schedule to enjoy the little things in life. The Chaudhary family's ad ...
Shaurya Aur Anokhi,,https://www.hotstar.com/in/tv/shaurya-aur-anokhi/1260050039,"Drama, StarPlus","Sparks fly when masked modern-day misogynist Shaurya comes across Anokhi, a headstrong girl. With th ..."
Chacha Bhatija,,https://www.hotstar.com/in/tv/chacha-bhatija/1260043394,"Comedy, Kids, Select Picks","Chacha and Bhatija, the uncle-nephew duo ‘world-famous’ in Funtoosh Nagar, solve complicated problem ..."
Vir - The Robot Boy,,https://www.hotstar.com/in/tv/vir-the-robot-boy/1260043391,"Action, Kids, Select Picks","A humanoid robot child with superhuman qualities, Vir always saves the day at Fursatganj, but not wi ..."
Eena Meena Deeka,,https://www.hotstar.com/in/tv/eena-meena-deeka/1260043388,"Comedy, Kids, Select Picks","Eena Meena Deeka is a story of constant chase between a cunning hungry fox and three chicks - Eena, ..."
The Nevers,,https://www.hotstar.com/in/tv/the-nevers/1260057859,"Drama, Science Fiction, HBO Originals",NEW EPISODE EVERY MONDAY AT 7:30 AM. An epic drama about a gang of Victorian women who find themselv ...
Kannante Radha Punasamagamam,,https://www.hotstar.com/in/tv/kannante-radha-punasamagamam/1260002393,"Mythology, Asianet","The story of Kannan and Radha is the epitome of eternal love, which transcends eras and emotions. He ..."
Kerala Kitchen,,https://www.hotstar.com/in/tv/kerala-kitchen/1260053771,"Lifestyle, Asianet",Get set to challenge your taste buds as your all-time favourite host Sadhika brings to you a whole n ...
Super Singer,,https://www.hotstar.com/in/tv/super-singer/4207,"Reality, Star Vijay",Join the Super Singer stars in the melodious battle of the century! Contestants give existing songs ...
BEHINDWOODS LIGHTS,,https://www.hotstar.com/in/tv/behindwoods-lights/1260053034,Reality,"Ever came across the unknown side of your favorite actors or actresses? Well, if not - just chill, c ..."
Bhaagam Bhaag,,https://www.hotstar.com/in/tv/bhaagam-bhaag/1260041193,"Comedy, Kids, Disney","Boarding the school bus is an exciting adventure for Sunny, who gets pulled into crazy situations ev ..."
Selfie with Bajrangi,,https://www.hotstar.com/in/tv/selfie-with-bajrangi/1260024619,"Comedy, Kids, Select Picks","Ankush's life changes when he meets a mysterious nine-year-old child named Bajrangi, who is visible ..."
Pudiya,25 min,https://www.hotstar.com/in/movies/pudiya/1620039549,"Drama, Hindi, 2020",What are the options for a woman when her man cheats in a relationship? Pudiya is story of one such ...
Alisha,20 min,https://www.hotstar.com/in/movies/alisha/1820039388,"Romance, Hindi, 2019",He is meeting his childhood crush. She is meeting the guy who was crazy about her.
